objectid,ID,IGSID,title,CommodityList,CompanyList,longitude,latitude,DMSlon,DMSlat,WGS84lon,WGS84lat,q24k,q100k,q250k,plss,plssTOWNSHIP,plssRANGE,plssSECTION,plssQQSECTION,plssQSECTION,CountyName,SurfaceManagementAgency,FSAgencyName,OrangeNumber,ZIP,MiningDistrict,Placer,Underground,Surface,Drilled,Producer,Processing,LocationType,NameWeb,CommodityWeb,CompanyWeb,WebMercLon,WebMercLat,type,format,display_template,image_small,image_thumb,object_location
GR0081,4738,GR0081,Mahoney Creek Placer,silver; gold,,-116.52,45.97,"116° 31' 38.11058400"" W","45° 58' 24.30472800"" N",-116.52,45.97,Boles,Grangeville,Grangeville,30N 02W NENW,30N,02W,1,NENW,NW,Idaho,PRIVATE;IDL-Craig Mountain FPD,IDL-Craig Mountain FPD,,83522,,1,0,0,0,1,0,0,|Mahoney Creek Placer|,|silver|gold|,,-116.52,45.97,text,record,record,,,
GR0082,4739,GR0082,Unnamed mine,,,-116.55,45.95,"116° 33' 32.95292400"" W","45° 57' 26.34415200"" N",-116.55,45.95,Boles,Grangeville,Grangeville,30N 02W NENE,30N,02W,10,NENE,NE,Idaho,PRIVATE;IDL-Craig Mountain FPD,IDL-Craig Mountain FPD,5,83522,,0,1,0,0,0,0,0,|Unnamed mine|,,,-116.55,45.95,text,record,record,,,
GR0083,4740,GR0083,"Hatke Placer, Malone Placer",gold; silver,,-116.44,45.95,"116° 26' 38.22104400"" W","45° 57' 17.34728400"" N",-116.44,45.95,Moughmer Point,Grangeville,Grangeville,30N 01W SENW,30N,01W,10,SENW,NW,Idaho,BLM;IDL-Craig Mountain FPD,IDL-Craig Mountain FPD,,83522,,1,0,0,0,1,0,0,|Hatke Placer|Malone Placer|,|gold|silver|,,-116.44,45.95,text,record,record,,,
GR0084,4741,GR0084,"American Bar, Tail End",silver; gold,,-116.42,45.91,"116° 25' 40.97733600"" W","45° 55' 00.18836400"" N",-116.42,45.91,Moughmer Point,Grangeville,Grangeville,30N 01W NWNW,30N,01W,26,NWNW,NW,Idaho,BLM;IDL-Craig Mountain FPD,IDL-Craig Mountain FPD,,83522,,0,0,0,0,1,0,0,|American Bar|Tail End|,|silver|gold|,,-116.42,45.91,text,record,record,,,
GR0085,4742,GR0085,"Come Back, Golden Eagle",silver; gold,,-116.41,45.91,"116° 24' 52.01571600"" W","45° 54' 44.34879600"" N",-116.41,45.91,Moughmer Point,Grangeville,Grangeville,30N 01W SENE,30N,01W,26,SENE,NE,Idaho,PRIVATE;IDL-Craig Mountain FPD,IDL-Craig Mountain FPD,,83522,,0,0,0,0,1,0,0,|Come Back|Golden Eagle|,|silver|gold|,,-116.41,45.91,text,record,record,,,
GR0086,4743,GR0086,Lone Pine Placer,silver; gold,,-116.39,45.9,"116° 23' 59.05780800"" W","45° 54' 17.34930000"" N",-116.39,45.9,Moughmer Point,Grangeville,Grangeville,30N 01W SWSE,30N,01W,25,SWSE,SE,Idaho,HSTRCWTR;IDL-Craig Mountain FPD,IDL-Craig Mountain FPD,,83522,,1,0,0,0,1,0,1,|Lone Pine Placer|,|silver|gold|,,-116.39,45.9,text,record,record,,,
GR0087,4744,GR0087,Cottonwood Clay Occurrence 25,clay,,-116.32,45.99,"116° 19' 21.17082000"" W","45° 59' 38.46987600"" N",-116.32,45.99,Fenn,Grangeville,Grangeville,31N 01E NWSW,31N,01E,27,NWSW,SW,Idaho,PRIVATE;IDL-Craig Mountain FPD,IDL-Craig Mountain FPD,6,83530,,0,0,0,0,0,0,0,|Cottonwood Clay Occurrence 25|,|clay|,,-116.32,45.99,text,record,record,,,
GR0088,4745,GR0088,Unnamed location,gold; silver,,-116.33,45.91,"116° 20' 05.08750800"" W","45° 54' 38.23095600"" N",-116.33,45.91,Fenn,Grangeville,Grangeville,30N 01E SWNE,30N,01E,28,SWNE,NE,Idaho,PRIVATE;IDL-Craig Mountain FPD,IDL-Craig Mountain FPD,13,83554,,0,0,0,0,0,0,0,|Unnamed location|,|gold|silver|,,-116.33,45.91,text,record,record,,,
GR0089,4746,GR0089,Klondyke,silver; gold,,-116.34,45.89,"116° 21' 01.96812000"" W","45° 53' 34.51084800"" N",-116.35,45.89,Fenn,Grangeville,Grangeville,30N 01E NESE,30N,01E,32,NESE,SE,Idaho,BLM;IDL-Craig Mountain FPD,IDL-Craig Mountain FPD,,83554,,0,0,0,0,1,0,0,|Klondyke|,|silver|gold|,,-116.35,45.89,text,record,record,,,
GR0090,4747,GR0090,"Pine Bar Rapids Area, Pine Bar Placer, Green Crystal, Rosebud Placer",silver; gold,,-116.32,45.88,"116° 19' 31.96538400"" W","45° 53' 22.27156800"" N",-116.32,45.88,Fenn,Grangeville,Grangeville,30N 01E SWSW,30N,01E,34,SWSW,SW,Idaho,BLM;IDL-Craig Mountain FPD,IDL-Craig Mountain FPD,19,83554,,1,0,0,0,1,0,0,|Pine Bar Rapids Area|Pine Bar Placer|Green Crystal|Rosebud Placer|,|silver|gold|,,-116.32,45.88,text,record,record,,,
GR0091,4748,GR0091,Cactus Lodes,copper,,-116.31,45.89,"116° 19' 07.12480800"" W","45° 53' 29.47171200"" N",-116.31,45.89,Fenn,Grangeville,Grangeville,30N 01E SESW,30N,01E,34,SESW,SW,Idaho,BLM;IDL-Craig Mountain FPD,IDL-Craig Mountain FPD,18,83554,,0,0,0,0,0,0,0,|Cactus Lodes|,|copper|,,-116.31,45.89,text,record,record,,,
GR0092,4749,GR0092,"Cottonwood Clay Occurrence 24, Grangeville Clay Occurrence 24",clay,,-116.18,45.98,"116° 11' 19.11688800"" W","45° 59' 21.19351200"" N",-116.18,45.98,Grangeville West,Grangeville,Grangeville,31N 02E NWNE,31N,02E,34,NWNE,NE,Idaho,PRIVATE;IDL-Craig Mountain FPD,IDL-Craig Mountain FPD,7,83530,,0,0,0,0,0,0,0,|Cottonwood Clay Occurrence 24|Grangeville Clay Occurrence 24|,|clay|,,-116.18,45.98,text,record,record,,,
GR0093,4750,GR0093,"Evergreen, Dewey Mine, Dewey and Evergreen Mines",copper; silver; gold,DeLemar Mining and Recovery,-116,45.93,"116° 00' 32.03150400"" W","45° 56' 03.34320000"" N",-116,45.93,Grangeville East,Grangeville,Grangeville,30N 04E SESW,30N,04E,18,SESW,SW,Idaho,PRIVATE;IDL-Maggie Creek FPD,IDL-Maggie Creek FPD,17,83530,,0,1,0,0,0,0,1,|Evergreen|Dewey Mine|Dewey and Evergreen Mines|,|copper|silver|gold|,|DeLemar Mining and Recovery|,-116,45.93,text,record,record,,,
GR0094,4751,GR0094,Atlanta Group,copper; silver,,-116,45.93,"116° 00' 23.89521600"" W","45° 56' 01.39927200"" N",-116,45.93,Grangeville East,Grangeville,Grangeville,30N 04E SESW,30N,04E,18,SESW,SW,Idaho,PRIVATE;IDL-Maggie Creek FPD,IDL-Maggie Creek FPD,,83530,,0,0,0,0,0,0,0,|Atlanta Group|,|copper|silver|,,-116,45.93,text,record,record,,,
GR0095,4752,GR0095,"Dewey Mine, Admiral Dewey, St. Patrick",gold; copper; silver,,-116.01,45.93,"116° 00' 39.91568400"" W","45° 56' 02.22712800"" N",-116.01,45.93,Grangeville East,Grangeville,Grangeville,30N 04E SWSW,30N,04E,18,SWSW,SW,Idaho,PRIVATE;IDL-Maggie Creek FPD,IDL-Maggie Creek FPD,16,83530,,0,1,0,0,0,0,1,|Dewey Mine|Admiral Dewey|St. Patrick|,|gold|copper|silver|,,-116.01,45.93,text,record,record,,,
GR0096,4753,GR0096,Marian Group,silver; copper,,-116,45.93,"116° 00' 13.09474800"" W","45° 55' 49.51941600"" N",-116,45.93,Grangeville East,Grangeville,Grangeville,30N 04E NWNE,30N,04E,19,NWNE,NE,Idaho,PRIVATE;Nez Perce NF,Nez Perce NF,60,83530,,0,0,0,0,0,0,0,|Marian Group|,|silver|copper|,,-116,45.93,text,record,record,,,
GR0097,4754,GR0097,Wallace Group,silver; copper,,-116,45.92,"116° 00' 32.89518000"" W","45° 55' 41.23930800"" N",-116,45.92,Grangeville East,Grangeville,Grangeville,30N 04E NENW,30N,04E,19,NENW,NW,Idaho,BLM;IDL-Maggie Creek FPD,IDL-Maggie Creek FPD,60,83530,,0,0,0,0,0,0,0,|Wallace Group|,|silver|copper|,,-116,45.92,text,record,record,,,
GR0098,4755,GR0098,Sylvanite Gold-Copper Prospect,copper; gold,Sylvanite Gold Copper Company,-116,45.94,"116° 00' 03.66332400"" W","45° 56' 45.93120000"" N",-116,45.94,Grangeville East,Grangeville,Grangeville,30N 04E SWSE,30N,04E,7,SWSE,SE,Idaho,PRIVATE;IDL-Maggie Creek FPD,IDL-Maggie Creek FPD,,83530,,0,0,0,0,0,0,1,|Sylvanite Gold-Copper Prospect|,|copper|gold|,|Sylvanite Gold Copper Company|,-116,45.94,text,record,record,,,
GR0099,4756,GR0099,Margaret,copper; molybdenum,Margaret Mining Company; Sunshine Mining Company,-116,45.9,"116° 00' 26.05384800"" W","45° 54' 24.19970400"" N",-116,45.9,Grangeville East,Grangeville,Grangeville,30N 04E NESW,30N,04E,30,NESW,SW,Idaho,USFS;Nez Perce NF,Nez Perce NF,9,83530,,0,1,0,0,0,0,0,|Margaret|,|copper|molybdenum|,|Margaret Mining Company|Sunshine Mining Company|,-116,45.9,text,record,record,,,
GR0100,4757,GR0100,Unnamed location,clay,,-116.09,45.93,"116° 05' 41.06432400"" W","45° 56' 07.51689600"" N",-116.09,45.93,Grangeville East,Grangeville,Grangeville,30N 03E SWSW,30N,03E,16,SWSW,SW,Idaho,PRIVATE;IDL-Maggie Creek FPD,IDL-Maggie Creek FPD,8,83530,,0,0,0,0,0,0,0,|Unnamed location|,|clay|,,-116.09,45.93,text,record,record,,,
GR0101,4758,GR0101,"Grangeville Clay Occurrence 22, Camas Prairie Clay Deposit CP-2",clay,,-116.11,45.9,"116° 06' 48.02464800"" W","45° 54' 21.31693200"" N",-116.11,45.9,Grangeville East,Grangeville,Grangeville,30N 03E SESW,30N,03E,29,SESW,SW,Idaho,PRIVATE;IDL-Craig Mountain FPD,IDL-Craig Mountain FPD,10,83530,,0,0,0,0,0,0,0,|Grangeville Clay Occurrence 22|Camas Prairie Clay Deposit CP-2|,|clay|,,-116.11,45.9,text,record,record,,,
GR0102,4759,GR0102,"Grangeville Clay Occurrence 20, Camas Prairie Clay Deposit CP-3",Aluminum; clay,,-116.17,45.9,"116° 10' 30.87073200"" W","45° 54' 05.47534800"" N",-116.17,45.9,Grangeville West,Grangeville,Grangeville,30N 02E NENW,30N,02E,35,NENW,NW,Idaho,PRIVATE;IDL-Craig Mountain FPD,IDL-Craig Mountain FPD,12,83530,,0,0,0,0,0,0,0,|Grangeville Clay Occurrence 20|Camas Prairie Clay Deposit CP-3|,|Aluminum|clay|,,-116.17,45.9,text,record,record,,,
GR0103,4760,GR0103,Grangeville Coal & Development Co.,gold; coal; silver,Grangeville Coal and Development Company,-116.11,45.87,"116° 07' 03.07117200"" W","45° 52' 16.03740000"" N",-116.11,45.87,Goodwin Meadows,Grangeville,Grangeville,29N 03E NWNW,29N,03E,8,NWNW,NW,Idaho,PRIVATE;IDL-Craig Mountain FPD,IDL-Craig Mountain FPD,,83530,,0,1,0,0,0,0,1,|Grangeville Coal & Development Co.|,|gold|coal|silver|,|Grangeville Coal and Development Company|,-116.11,45.87,text,record,record,,,
GR0104,4761,GR0104,Camas Prairie Clay Deposit CP-1,clay,,-116.25,45.89,"116° 15' 15.99854400"" W","45° 53' 49.27333200"" N",-116.25,45.89,Fenn,Grangeville,Grangeville,30N 02E SENW,30N,02E,31,SENW,NW,Idaho,PRIVATE;IDL-Craig Mountain FPD,IDL-Craig Mountain FPD,14,83530,,0,0,0,0,0,0,0,|Camas Prairie Clay Deposit CP-1|,|clay|,,-116.25,45.89,text,record,record,,,
GR0105,4762,GR0105,"Camas Prairie Clay Deposit CP-4, Sherwin, Grangeville Clay Occurrence 21",clay,,-116.25,45.89,"116° 15' 09.15818400"" W","45° 53' 36.31344000"" N",-116.25,45.89,Fenn,Grangeville,Grangeville,30N 02E NWSE,30N,02E,31,NWSE,SE,Idaho,PRIVATE;IDL-Craig Mountain FPD,IDL-Craig Mountain FPD,15,83530,,0,0,0,0,0,0,0,|Camas Prairie Clay Deposit CP-4|Sherwin|Grangeville Clay Occurrence 21|,|clay|,,-116.25,45.89,text,record,record,,,
GR0106,4763,GR0106,Grangeville Clay Occurrence 26,clay,,-116.21,45.86,"116° 12' 58.11300000"" W","45° 51' 59.47488000"" N",-116.21,45.86,White Bird Hill,Grangeville,Grangeville,29N 02E NESW,29N,02E,9,NESW,SW,Idaho,PRIVATE;IDL-Craig Mountain FPD,IDL-Craig Mountain FPD,29,83530,,0,0,0,0,0,0,0,|Grangeville Clay Occurrence 26|,|clay|,,-116.21,45.86,text,record,record,,,
GR0107,4764,GR0107,"Geary Placer, Grizzley Flat Nos. 1 and 2, Big Cove, Cove Placer",silver; gold,,-116.01,45.84,"116° 01' 04.93154400"" W","45° 50' 38.48049600"" N",-116.01,45.84,Goodwin Meadows,Grangeville,Grangeville,29N 03E NENE,29N,03E,24,NENE,NE,Idaho,USFS;Nez Perce NF,Nez Perce NF,28,83554,,1,0,0,0,1,0,0,|Geary Placer|Grizzley Flat Nos. 1 and 2|Big Cove|Cove Placer|,|silver|gold|,,-116.01,45.84,text,record,record,,,
GR0108,4765,GR0108,Bully Creek Placer,gold; silver,,-116,45.83,"116° 00' 27.85014000"" W","45° 50' 14.36089200"" N",-116,45.83,Goodwin Meadows,Grangeville,Grangeville,29N 04E NESW,29N,04E,19,NESW,SW,Idaho,USFS;Nez Perce NF,Nez Perce NF,,83554,,1,0,0,0,1,0,0,|Bully Creek Placer|,|gold|silver|,,-116,45.83,text,record,record,,,
GR0109,4766,GR0109,"Two B Bar, Salmon River Mines Inc.",gold,Salmon River Miners; Inc,-116.29,45.85,"116° 17' 50.94441600"" W","45° 51' 01.15297200"" N",-116.29,45.85,White Bird,Grangeville,Grangeville,29N 01E NESW,29N,01E,14,NESW,SW,Idaho,HSTRCWTR;IDL-Craig Mountain FPD,IDL-Craig Mountain FPD,,83554,,1,0,0,0,0,0,1,|Two B Bar|Salmon River Mines Inc.|,|gold|,|Salmon River Miners|Inc|,-116.29,45.85,text,record,record,,,
GR0110,4767,GR0110,Black Hawk,gold; silver,,-116.3,45.83,"116° 18' 17.08012800"" W","45° 49' 53.47311600"" N",-116.3,45.83,White Bird,Grangeville,Grangeville,29N 01E SWSW,29N,01E,23,SWSW,SW,Idaho,BLM;IDL-Craig Mountain FPD,IDL-Craig Mountain FPD,,83554,Simpson,0,0,0,0,1,0,0,|Black Hawk|,|gold|silver|,,-116.3,45.83,text,record,record,,,
GR0111,4768,GR0111,Lyons Bar,gold; silver,,-116.31,45.8,"116° 18' 42.99933600"" W","45° 48' 13.39340400"" N",-116.31,45.8,White Bird,Grangeville,Grangeville,29N 01E SWSE,29N,01E,34,SWSE,SE,Idaho,BLM;IDL-Craig Mountain FPD,IDL-Craig Mountain FPD,,83554,Simpson,0,0,0,0,1,0,0,|Lyons Bar|,|gold|silver|,,-116.31,45.8,text,record,record,,,
GR0112,4769,GR0112,Diamond Drill Mine,gold; silver,,-116.33,45.78,"116° 20' 25.96146000"" W","45° 47' 22.27290000"" N",-116.34,45.78,White Bird,Grangeville,Grangeville,28N 01E SESW,28N,01E,4,SESW,SW,Idaho,PRIVATE;IDL-Craig Mountain FPD,IDL-Craig Mountain FPD,26,83554,,0,1,0,0,0,0,0,|Diamond Drill Mine|,|gold|silver|,,-116.34,45.78,text,record,record,,,
GR0113,4770,GR0113,Chinese Garden Group,silver; gold,,-116.32,45.78,"116° 19' 18.99944400"" W","45° 47' 13.27344000"" N",-116.32,45.78,White Bird,Grangeville,Grangeville,28N 01E SWSW,28N,01E,3,SWSW,SW,Idaho,BLM;IDL-Craig Mountain FPD,IDL-Craig Mountain FPD,,83554,Simpson,0,0,0,0,1,0,0,|Chinese Garden Group|,|silver|gold|,,-116.32,45.78,text,record,record,,,
GR0114,4771,GR0114,Salmon Lode,gold,,-116.32,45.77,"116° 19' 27.99915600"" W","45° 46' 36.19358400"" N",-116.32,45.77,White Bird,Grangeville,Grangeville,28N 01E NWSW,28N,01E,10,NWSW,SW,Idaho,BLM;IDL-Craig Mountain FPD,IDL-Craig Mountain FPD,27,83554,Simpson,0,0,0,0,1,0,0,|Salmon Lode|,|gold|,,-116.32,45.77,text,record,record,,,
GR0115,4772,GR0115,Opal Prospect,opal,,-116.29,45.76,"116° 17' 47.91552000"" W","45° 45' 44.13855600"" N",-116.29,45.76,White Bird,Grangeville,Grangeville,28N 01E NESW,28N,01E,14,NESW,SW,Idaho,PRIVATE;IDL-Craig Mountain FPD,IDL-Craig Mountain FPD,,83554,,0,0,0,0,0,0,1,|Opal Prospect|,|opal|,,-116.29,45.76,text,record,record,,,
GR0116,4773,GR0116,"Rose Bowl Placer, Tacoma Placer",silver; gold,,-116.33,45.76,"116° 20' 06.87962400"" W","45° 45' 55.51347600"" N",-116.33,45.76,White Bird,Grangeville,Grangeville,28N 01E SWNE,28N,01E,16,SWNE,NE,Idaho,PRIVATE;IDL-Craig Mountain FPD,IDL-Craig Mountain FPD,,83554,Simpson,1,0,0,0,1,0,0,|Rose Bowl Placer|Tacoma Placer|,|silver|gold|,,-116.33,45.76,text,record,record,,,
GR0117,4774,GR0117,White Bird Placer,gold,,-116.31,45.75,"116° 19' 07.11732000"" W","45° 45' 13.39412400"" N",-116.31,45.75,White Bird,Grangeville,Grangeville,28N 01E SENW,28N,01E,22,SENW,NW,Idaho,PRIVATE;IDL-Craig Mountain FPD,IDL-Craig Mountain FPD,,83554,Simpson,1,0,0,0,1,0,0,|White Bird Placer|,|gold|,,-116.31,45.75,text,record,record,,,
GR0118,4775,GR0118,"O and E Copper Co., O & E Copper Company",copper,O and E Copper Company,-116.31,45.73,"116° 19' 00.85213200"" W","45° 44' 07.01052000"" N",-116.31,45.73,Slate Creek,Grangeville,Grangeville,28N 01E NESW,28N,01E,27,NESW,SW,Idaho,PRIVATE;IDL-Craig Mountain FPD,IDL-Craig Mountain FPD,,83554,Simpson,0,1,0,0,0,0,1,|O and E Copper Co.|O & E Copper Company|,|copper|,|O and E Copper Company|,-116.31,45.73,text,record,record,,,
GR0119,4776,GR0119,Cooper Bar Placer,gold,,-116.3,45.73,"116° 18' 39.03537600"" W","45° 43' 58.51473600"" N",-116.31,45.73,Slate Creek,Grangeville,Grangeville,28N 01E NESE,28N,01E,27,NESE,SE,Idaho,PRIVATE;IDL-Craig Mountain FPD,IDL-Craig Mountain FPD,30,83554,Simpson,1,0,0,0,0,0,0,|Cooper Bar Placer|,|gold|,,-116.31,45.73,text,record,record,,,
GR0120,4777,GR0120,Idaho Consolidated Copper Co.,silver,,-116.29,45.72,"116° 17' 55.11346800"" W","45° 43' 14.23527600"" N",-116.29,45.72,Slate Creek,Grangeville,Grangeville,28N 01E NESW,28N,01E,35,NESW,SW,Idaho,PRIVATE;IDL-Craig Mountain FPD,IDL-Craig Mountain FPD,31,83554,Simpson,0,0,0,0,0,0,0,|Idaho Consolidated Copper Co.|,|silver|,,-116.29,45.72,text,record,record,,,
GR0121,4778,GR0121,Gypsy Placer,gold,,-116.61,45.78,"116° 37' 02.10932400"" W","45° 47' 05.34559200"" N",-116.61,45.78,Wolf Creek,Grangeville,Grangeville,28N 02W NWNW,28N,02W,8,NWNW,NW,Idaho,PRIVATE;Wallowa-Whitman NF,Wallowa-Whitman NF,,83522,,1,0,0,0,1,0,0,|Gypsy Placer|,|gold|,,-116.61,45.78,text,record,record,,,
GR0122,4779,GR0122,Highrange Prospect,,,-116.53,45.73,"116° 31' 58.97812800"" W","45° 44' 09.30876000"" N",-116.53,45.73,Lord Flat,Grangeville,Grangeville,28N 02W SWNW,28N,02W,25,SWNW,NW,Idaho,USFS;Wallowa-Whitman NF,Wallowa-Whitman NF,,83522,Crooks Corral,0,0,0,0,0,0,0,|Highrange Prospect|,,,-116.53,45.73,text,record,record,,,
GR0123,4780,GR0123,Snake River Placer,silver; gold,,-116.52,45.67,"116° 31' 26.21398800"" W","45° 40' 38.35009200"" N",-116.52,45.67,Lord Flat,Grangeville,Grangeville,,,,,,,Idaho,,,,,,1,0,0,0,1,0,0,|Snake River Placer|,|silver|gold|,,-116.52,45.67,text,record,record,,,
GR0124,4781,GR0124,Davis Rapids Adit,silver; copper; gold,,-116.49,45.66,"116° 29' 55.13056800"" W","45° 39' 41.47106400"" N",-116.49,45.66,Grave Point,Grangeville,Grangeville,27N 01W NESE,27N,01W,19,NESE,SE,Idaho,USFS;Wallowa-Whitman NF,Wallowa-Whitman NF,32,83554,Crooks Corral,0,1,0,0,0,0,0,|Davis Rapids Adit|,|silver|copper|gold|,,-116.49,45.66,text,record,record,,,
GR0125,4782,GR0125,Short Branch Claims,silver; gold; copper,,-116.44,45.65,"116° 26' 32.08473600"" W","45° 39' 33.19261200"" N",-116.44,45.65,Grave Point,Grangeville,Grangeville,27N 01W SESW,27N,01W,22,SESW,SW,Idaho,USFS;Wallowa-Whitman NF,Wallowa-Whitman NF,34,83554,Crooks Corral,0,0,0,0,0,0,0,|Short Branch Claims|,|silver|gold|copper|,,-116.44,45.65,text,record,record,,,
GR0126,4783,GR0126,Copper Queen Prospect,copper; silver; gold,,-116.48,45.64,"116° 29' 15.88858800"" W","45° 38' 43.51164000"" N",-116.48,45.64,Grave Point,Grangeville,Grangeville,,,,,,,Idaho,,,33,,,0,1,0,0,0,0,0,|Copper Queen Prospect|,|copper|silver|gold|,,-116.48,45.64,text,record,record,,,
GR0127,4784,GR0127,"Pittsburg Landing Prospect, Keno Mining Co.",gold; copper; silver,Keno Mining Company,-116.45,45.64,"116° 27' 35.69756400"" W","45° 38' 29.90446800"" N",-116.45,45.64,Grave Point,Grangeville,Grangeville,27N 01W SWSE,27N,01W,28,SWSE,SE,Idaho,USFS;Wallowa-Whitman NF,Wallowa-Whitman NF,,83542,Crooks Corral,0,1,0,0,0,0,1,|Pittsburg Landing Prospect|Keno Mining Co.|,|gold|copper|silver|,|Keno Mining Company|,-116.45,45.64,text,record,record,,,
GR0128,4785,GR0128,Wood Oil Company,oil; gas,Wood Oil Company,-116.46,45.62,"116° 28' 00.82545600"" W","45° 37' 34.46457600"" N",-116.46,45.62,Grave Point,Grangeville,Grangeville,26N 01W NENW,26N,01W,4,NENW,NW,Idaho,USFS;Wallowa-Whitman NF,Wallowa-Whitman NF,,83542,Crooks Corral,0,0,0,1,0,0,1,|Wood Oil Company|,|oil|gas|,|Wood Oil Company|,-116.46,45.62,text,record,record,,,
GR0129,4786,GR0129,"Taylor Bar, Gold Bar Placer, Ridley",gold; silver,Gold Bar Mining Company; Gold Bar Placer Inc.,-116.31,45.68,"116° 18' 43.64089200"" W","45° 41' 05.13956400"" N",-116.31,45.68,Slate Creek,Grangeville,Grangeville,27N 01E NWNE,27N,01E,15,NWNE,NE,Idaho,PRIVATE;Nez Perce NF,Nez Perce NF,,83554,Simpson,1,0,0,0,1,0,1,|Taylor Bar|Gold Bar Placer|Ridley|,|gold|silver|,|Gold Bar Mining Company|Gold Bar Placer Inc.|,-116.31,45.68,text,record,record,,,
GR0130,4787,GR0130,"Roby Bar Placer, Russell Bar, Seelbridge Gold Mining Co., Seelridge Gold Mining Company",silver; gold,Seelridge Gold Mining Company; Sunshine Mining Company,-116.31,45.67,"116° 18' 51.81235200"" W","45° 40' 13.87578000"" N",-116.31,45.67,Slate Creek,Grangeville,Grangeville,27N 01E NWNE,27N,01E,22,NWNE,NE,Idaho,PRIVATE;Nez Perce NF,Nez Perce NF,35,83554,Simpson,1,0,0,0,1,0,1,|Roby Bar Placer|Russell Bar|Seelbridge Gold Mining Co.|Seelridge Gold Mining Company|,|silver|gold|,|Seelridge Gold Mining Company|Sunshine Mining Company|,-116.31,45.67,text,record,record,,,
GR0131,4788,GR0131,Walberg Placer,silver; gold,,-116.31,45.66,"116° 18' 49.11202800"" W","45° 39' 55.51588800"" N",-116.31,45.66,Slate Creek,Grangeville,Grangeville,27N 01E SWNE,27N,01E,22,SWNE,NE,Idaho,HSTRCWTR;Nez Perce NF,Nez Perce NF,,83554,Simpson,1,0,0,0,1,0,0,|Walberg Placer|,|silver|gold|,,-116.31,45.66,text,record,record,,,
GR0132,4789,GR0132,McKenzie Spring,gold; silver,,-116.26,45.67,"116° 15' 59.90752800"" W","45° 40' 14.23704000"" N",-116.26,45.67,Slate Creek,Grangeville,Grangeville,27N 01E SESE,27N,01E,13,SESE,SE,Idaho,PRIVATE;Nez Perce NF,Nez Perce NF,,83554,,0,0,0,0,1,0,0,|McKenzie Spring|,|gold|silver|,,-116.26,45.67,text,record,record,,,
GR0133,4790,GR0133,"Horseshoe Bar Placer, Gold Eagle Dredging Co.",gold; silver,Gold Eagle Dredging Company,-116.28,45.66,"116° 16' 54.01671600"" W","45° 39' 50.94478800"" N",-116.28,45.66,Slate Creek,Grangeville,Grangeville,27N 01E SWNW,27N,01E,24,SWNW,NW,Idaho,HSTRCWTR;Nez Perce NF,Nez Perce NF,36,83554,Simpson,1,0,0,0,1,0,1,|Horseshoe Bar Placer|Gold Eagle Dredging Co.|,|gold|silver|,|Gold Eagle Dredging Company|,-116.28,45.66,text,record,record,,,
GR0134,4791,GR0134,"Large Bar Placer, Salmon River Development Co.",gold; silver,Salmon River Development Company; Salmon River Mining and Milling Company,-116.28,45.65,"116° 17' 23.35725600"" W","45° 39' 32.15264400"" N",-116.28,45.65,Slate Creek,Grangeville,Grangeville,27N 01E SESE,27N,01E,23,SESE,SE,Idaho,PRIVATE;Nez Perce NF,Nez Perce NF,37,83554,Simpson,1,0,0,0,1,0,1,|Large Bar Placer|Salmon River Development Co.|,|gold|silver|,|Salmon River Development Company|Salmon River Mining and Milling Company|,-116.28,45.65,text,record,record,,,
GR0135,4792,GR0135,Slate Creek,silver; gold,,-116.27,45.63,"116° 16' 17.90634000"" W","45° 38' 20.47750800"" N",-116.27,45.63,Slate Creek,Grangeville,Grangeville,27N 01E NWNE,27N,01E,36,NWNE,NE,Idaho,PRIVATE;Nez Perce NF,Nez Perce NF,,83542,Simpson,0,0,0,0,1,0,0,|Slate Creek|,|silver|gold|,,-116.27,45.63,text,record,record,,,
GR0136,4793,GR0136,"Slicker Bar Placer, Redley Bar Claims, Gold Bar Placer Inc.",gold,Gold Bar Placer Inc.,-116.28,45.63,"116° 17' 20.90781600"" W","45° 38' 01.39714800"" N",-116.28,45.63,Slate Creek,Grangeville,Grangeville,27N 01E NESE,27N,01E,35,NESE,SE,Idaho,BLM;Nez Perce NF,Nez Perce NF,39,83554,Simpson,1,0,0,0,0,0,0,|Slicker Bar Placer|Redley Bar Claims|Gold Bar Placer Inc.|,|gold|,|Gold Bar Placer Inc.|,-116.28,45.63,text,record,record,,,
GR0137,4794,GR0137,"Slate Creek Gold Mining Co., Box Canyon Lease, Long Gulch Claim",gold,A and T Mining; Slate Creek Gold Mining Company,-116.27,45.61,"116° 16' 32.30529600"" W","45° 36' 44.53790400"" N",-116.27,45.61,Lucile,Grangeville,Grangeville,26N 01E NENW,26N,01E,12,NENW,NW,Idaho,HSTRCWTR;Nez Perce NF,Nez Perce NF,,83554,Simpson,0,1,0,0,0,0,1,|Slate Creek Gold Mining Co.|Box Canyon Lease|Long Gulch Claim|,|gold|,|A and T Mining|Slate Creek Gold Mining Company|,-116.27,45.61,text,record,record,,,
